TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_bin,Target
195.54,1,29,2,60.0,2,255.0,1.0,2794.66,Sedang,4
180.46,1,14,0,25.0,3,34.0,1.0,831.75,Sedang,3
692.55,1,5,1,53.0,2,109.0,1.0,2451.56,Sangat Tinggi,0
147.31,0,23,2,34.0,0,92.0,1.0,13625.52,Sedang,2
107.48,1,20,1,20.0,3,103.0,1.0,1379.39,Sedang,3
81.51,1,42,1,25.0,3,97.0,1.0,865.49,Sedang,3
365.48,0,39,2,76.0,2,216.0,1.0,7147.4,Tinggi,4
491.1,0,15,2,35.0,1,125.0,1.0,7833.85,Sangat Tinggi,0
452.8,1,20,1,80.0,2,151.0,1.0,4840.67,Sangat Tinggi,1
88.42,1,12,0,62.0,0,91.0,1.0,12381.45,Sedang,2
155.53,1,3,0,29.0,1,66.0,1.0,4008.05,Sedang,3
39.24,1,9,0,77.0,2,106.0,1.0,6462.41,Rendah,1
78.77,0,19,0,48.0,1,50.0,1.0,6470.57,Rendah,1
26.5,1,16,2,48.0,1,179.0,1.0,4854.83,Rendah,4
83.62,1,33,0,48.0,0,146.0,1.0,12652.22,Sedang,2
142.78,1,36,1,68.0,0,150.0,1.0,11705.88,Sedang,2
55.99,1,12,0,35.0,0,95.0,1.0,932.61,Rendah,3
774.48,1,21,1,61.0,0,31.0,1.0,11613.58,Sangat Tinggi,0
105.37,1,34,0,25.0,3,160.0,1.0,1068.55,Sedang,3
118.83,1,41,2,28.0,3,295.0,1.0,1616.3,Sedang,4
46.22,1,38,1,23.0,3,217.0,1.0,471.28,Rendah,3
659.71,0,38,1,21.0,3,148.0,1.0,106.86,Sangat Tinggi,0
377.97,1,24,2,72.0,2,160.0,1.0,2457.1,Sangat Tinggi,1
114.1,1,4,1,69.0,2,148.0,1.0,5882.12,Sedang,1
11.3,0,21,2,55.0,2,41.0,1.0,1938.99,Rendah,1
95.5,1,29,2,57.0,2,17.0,1.0,4079.09,Sedang,1
130.93,0,15,1,28.0,1,149.0,1.0,860.12,Sedang,3
272.97,1,4,2,68.0,2,174.0,1.0,7811.31,Tinggi,1
73.35,1,37,1,24.0,3,47.0,1.0,1181.84,Rendah,3
29.94,1,37,0,58.0,0,243.0,1.0,10915.54,Rendah,4
820.46,0,13,2,53.0,1,243.0,1.0,5621.86,Sangat Tinggi,0
153.07,1,11,0,56.0,1,116.0,1.0,8873.43,Sedang,2
52.94,1,40,1,41.0,0,146.0,1.0,6990.92,Rendah,2
384.41,1,17,0,60.0,1,65.0,1.0,7831.56,Sangat Tinggi,1
235.42,1,31,1,51.0,2,175.0,1.0,6173.23,Tinggi,4
114.23,1,9,0,56.0,0,64.0,1.0,9523.72,Sedang,2
12.62,1,12,1,33.0,0,61.0,1.0,6420.47,Rendah,2
373.52,1,7,0,35.0,1,235.0,1.0,6430.41,Tinggi,4
336.05,1,35,1,28.0,3,164.0,1.0,1635.05,Tinggi,3
112.27,1,39,1,58.0,0,102.0,1.0,7369.89,Sedang,1
494.96,1,34,0,40.0,1,132.0,1.0,6903.68,Sangat Tinggi,0
561.58,1,34,2,65.0,0,23.0,1.0,11748.86,Sangat Tinggi,2
440.94,1,35,2,42.0,0,148.0,1.0,7303.23,Sangat Tinggi,0
71.9,1,20,1,29.0,0,51.0,1.0,10619.35,Rendah,2
256.66,0,33,2,54.0,2,137.0,1.0,1794.5,Tinggi,1
166.55,0,15,1,59.0,0,99.0,1.0,12970.21,Sedang,2
276.26,1,21,1,56.0,0,143.0,1.0,120.89,Tinggi,1
35.46,1,16,0,67.0,0,164.0,1.0,5692.31,Rendah,1
38.14,1,32,1,50.0,1,165.0,1.0,9879.87,Rendah,2
506.26,0,3,0,64.0,2,86.0,1.0,6266.65,Sangat Tinggi,0
736.32,1,16,2,31.0,0,28.0,1.0,14268.95,Sangat Tinggi,0
389.43,0,2,0,52.0,1,151.0,1.0,6449.83,Sangat Tinggi,0
25.58,1,29,0,60.0,1,166.0,1.0,6741.41,Rendah,1
446.1,1,39,0,25.0,3,243.0,1.0,1008.44,Sangat Tinggi,4
147.74,1,33,1,23.0,3,15.0,1.0,1711.78,Sedang,3
46.23,1,14,2,77.0,2,282.0,1.0,5107.75,Rendah,4
265.37,1,42,1,33.0,1,77.0,1.0,5229.95,Tinggi,3
342.57,1,4,2,20.0,3,91.0,1.0,339.16,Tinggi,3
417.26,0,27,2,32.0,0,45.0,1.0,10442.48,Sangat Tinggi,2
33.63,1,8,2,63.0,2,76.0,1.0,4324.4,Rendah,1
64.58,1,12,1,55.0,2,173.0,1.0,6292.29,Rendah,4
23.23,0,24,1,21.0,3,122.0,1.0,269.01,Rendah,3
285.49,0,5,1,53.0,0,109.0,1.0,6366.84,Tinggi,1
71.87,1,26,0,22.0,3,258.0,1.0,1839.1,Rendah,4
308.8,1,3,0,53.0,2,41.0,1.0,3966.54,Tinggi,1
288.43,1,31,1,66.0,2,72.0,1.0,4577.09,Tinggi,1
147.46,0,0,2,65.0,0,205.0,1.0,7458.03,Sedang,4
170.36,1,16,0,30.0,0,118.0,1.0,6034.73,Sedang,3
736.53,1,30,0,55.0,1,120.0,1.0,9826.26,Sangat Tinggi,0
213.42,1,8,0,45.0,1,17.0,1.0,3736.38,Tinggi,1
94.09,1,24,1,27.0,3,203.0,1.0,646.85,Sedang,3
263.92,0,36,1,57.0,2,233.0,1.0,4161.71,Tinggi,4
77.5,0,13,2,51.0,0,201.0,1.0,11079.77,Rendah,2
3.65,1,24,2,69.0,0,146.0,1.0,10017.11,Rendah,2
224.79,1,4,2,18.0,3,129.0,1.0,528.38,Tinggi,3
64.3,1,21,0,55.0,2,67.0,1.0,7530.3,Rendah,1
111.79,1,17,2,62.0,0,49.0,1.0,10887.59,Sedang,2
613.7,0,13,1,61.0,2,37.0,1.0,7307.11,Sangat Tinggi,0
170.45,1,37,1,60.0,1,199.0,1.0,2284.41,Sedang,4
344.27,1,35,1,22.0,3,123.0,1.0,1918.36,Tinggi,3
872.72,1,42,2,22.0,3,288.0,1.0,503.01,Sangat Tinggi,0
292.95,1,22,1,37.0,1,56.0,1.0,1216.91,Tinggi,3
28.44,1,14,0,18.0,3,243.0,1.0,1071.04,Rendah,4
209.02,1,12,0,21.0,3,74.0,1.0,187.9,Tinggi,3
20.05,1,6,0,72.0,2,171.0,1.0,7145.67,Rendah,1
175.02,1,31,2,28.0,3,71.0,1.0,1493.88,Sedang,3
89.5,0,21,1,41.0,1,134.0,1.0,8658.95,Sedang,2
69.96,1,3,1,28.0,3,31.0,1.0,164.12,Rendah,3
376.78,0,26,2,21.0,3,88.0,1.0,841.65,Sangat Tinggi,3
148.54,0,8,1,71.0,2,107.0,1.0,5677.05,Sedang,1
388.77,0,17,2,26.0,3,30.0,1.0,1658.49,Sangat Tinggi,3
100.38,1,39,1,63.0,0,49.0,1.0,10171.68,Sedang,2
137.23,1,14,1,64.0,0,63.0,1.0,13847.99,Sedang,2
870.3,1,38,0,51.0,2,229.0,1.0,3688.98,Sangat Tinggi,0
458.94,1,11,1,52.0,1,180.0,1.0,5619.95,Sangat Tinggi,0
327.35,0,22,1,20.0,3,175.0,1.0,342.08,Tinggi,3
757.15,1,33,2,53.0,1,38.0,1.0,4702.86,Sangat Tinggi,0
47.23,0,22,2,73.0,2,160.0,1.0,6659.81,Rendah,1
170.97,1,26,1,26.0,3,292.0,1.0,1265.27,Sedang,4
659.15,1,4,0,22.0,3,204.0,1.0,1241.59,Sangat Tinggi,0
31.53,1,18,2,25.0,3,283.0,1.0,874.93,Rendah,4
250.01,1,18,0,62.0,2,88.0,1.0,1541.48,Tinggi,1
554.15,1,33,0,49.0,0,108.0,1.0,14817.22,Sangat Tinggi,2
28.38,1,34,1,55.0,0,98.0,1.0,173.7,Rendah,1
16.8,1,36,0,49.0,0,94.0,1.0,11847.07,Rendah,2
896.79,1,9,2,33.0,0,168.0,1.0,11146.74,Sangat Tinggi,0
159.0,1,19,0,49.0,1,38.0,1.0,369.79,Sedang,1
56.31,0,15,2,75.0,2,195.0,1.0,6396.08,Rendah,1
203.99,1,30,2,52.0,2,215.0,1.0,4840.31,Tinggi,4
50.99,1,11,1,29.0,0,76.0,1.0,1334.6,Rendah,3
101.28,0,6,2,32.0,1,75.0,1.0,2774.35,Sedang,3
299.92,1,10,0,27.0,3,122.0,1.0,1368.0,Tinggi,3
18.35,1,26,1,21.0,3,78.0,1.0,1293.39,Rendah,3
732.53,0,38,0,26.0,3,116.0,1.0,441.54,Sangat Tinggi,0
65.11,1,26,0,34.0,1,150.0,1.0,8485.14,Rendah,2
67.07,0,20,0,24.0,3,56.0,1.0,999.62,Rendah,3
137.48,1,39,1,55.0,0,47.0,1.0,14273.42,Sedang,2
398.36,1,8,0,22.0,3,56.0,1.0,1863.7,Sangat Tinggi,3
469.46,1,27,0,20.0,3,149.0,1.0,8640.56,Sangat Tinggi,0
37.58,1,16,0,57.0,0,182.0,1.0,259.44,Rendah,1
160.24,1,42,0,31.0,1,15.0,1.0,5526.97,Sedang,3
315.39,0,27,1,23.0,3,93.0,1.0,929.6,Tinggi,3
165.91,1,17,0,26.0,3,84.0,1.0,587.12,Sedang,3
211.36,1,37,1,47.0,1,194.0,1.0,4760.34,Tinggi,4
241.45,1,32,2,26.0,3,158.0,1.0,1594.04,Tinggi,3
23.24,1,16,1,68.0,0,129.0,1.0,13777.79,Rendah,2
70.88,0,29,1,74.0,2,176.0,1.0,1794.65,Rendah,1
314.52,1,22,0,80.0,2,229.0,1.0,7071.32,Tinggi,4
181.81,0,2,2,78.0,2,122.0,1.0,7525.73,Sedang,1
854.64,1,13,1,56.0,2,118.0,1.0,2989.25,Sangat Tinggi,0
261.19,1,28,0,64.0,2,52.0,1.0,7620.6,Tinggi,1
220.68,0,33,2,71.0,2,217.0,1.0,5549.2,Tinggi,4
11.86,1,34,1,31.0,1,129.0,1.0,6782.61,Rendah,2
122.65,1,8,2,28.0,3,41.0,1.0,1968.51,Sedang,3
395.16,1,25,2,56.0,2,17.0,1.0,5340.73,Sangat Tinggi,1
704.69,1,19,2,51.0,2,150.0,1.0,3267.84,Sangat Tinggi,0
369.89,1,35,0,69.0,2,69.0,1.0,6941.47,Tinggi,1
10.92,1,17,0,67.0,2,268.0,1.0,7567.2,Rendah,4
199.14,1,39,1,31.0,1,36.0,1.0,7001.25,Sedang,2
620.54,0,29,1,28.0,3,98.0,1.0,213.36,Sangat Tinggi,0
757.79,1,5,2,22.0,3,117.0,1.0,1443.02,Sangat Tinggi,0
122.81,1,38,1,52.0,0,12.0,1.0,8450.84,Sedang,2
96.25,1,15,2,61.0,2,171.0,1.0,7996.7,Sedang,1
142.55,1,18,2,67.0,0,97.0,1.0,1262.68,Sedang,1
35.94,0,14,1,23.0,3,141.0,1.0,1697.28,Rendah,3
24.86,1,17,1,58.0,1,292.0,1.0,2591.65,Rendah,4
103.08,1,37,2,60.0,0,109.0,1.0,12002.16,Sedang,2
116.27,1,32,2,57.0,1,94.0,1.0,8726.92,Sedang,2
50.9,0,17,2,28.0,3,150.0,1.0,1277.7,Rendah,3
206.84,1,30,1,20.0,3,154.0,1.0,454.66,Tinggi,3
199.37,1,6,2,24.0,3,79.0,1.0,1331.3,Sedang,3
18.23,1,26,0,56.0,1,28.0,1.0,8422.2,Rendah,2
398.7,1,0,0,47.0,0,276.0,1.0,7987.74,Sangat Tinggi,4
378.2,1,23,1,40.0,1,167.0,1.0,7372.81,Sangat Tinggi,4
124.74,1,20,0,49.0,1,33.0,1.0,2987.97,Sedang,1
17.1,1,0,0,53.0,2,101.0,1.0,1619.54,Rendah,1
287.05,1,25,0,22.0,3,212.0,1.0,1204.65,Tinggi,3
874.72,1,37,2,28.0,1,173.0,1.0,4630.58,Sangat Tinggi,0
40.12,0,9,0,36.0,0,269.0,1.0,14304.38,Rendah,4
125.0,0,16,2,49.0,1,177.0,1.0,3215.76,Sedang,4
348.44,1,3,2,24.0,3,147.0,1.0,1022.94,Tinggi,3
128.4,1,40,0,69.0,2,31.0,1.0,2610.64,Sedang,1
320.93,1,1,2,55.0,1,178.0,1.0,9451.66,Tinggi,2
1.41,1,34,0,53.0,2,278.0,1.0,1244.17,Rendah,4
50.52,1,20,1,54.0,0,293.0,1.0,12815.24,Rendah,4
383.95,0,36,2,31.0,1,143.0,1.0,9933.56,Sangat Tinggi,2
12.94,1,14,1,23.0,3,158.0,1.0,921.23,Rendah,3
329.75,1,34,2,56.0,2,211.0,1.0,6009.43,Tinggi,4
99.25,0,31,2,63.0,2,93.0,1.0,2570.34,Sedang,1
150.6,1,24,0,69.0,2,59.0,1.0,3240.14,Sedang,1
29.5,1,35,2,73.0,2,129.0,1.0,1229.32,Rendah,1
54.34,1,0,0,65.0,0,46.0,1.0,8019.89,Rendah,1
18.25,1,18,0,53.0,0,18.0,1.0,14328.29,Rendah,2
633.87,1,18,2,27.0,3,175.0,1.0,330.16,Sangat Tinggi,0
81.15,1,24,0,19.0,3,114.0,1.0,1595.26,Sedang,3
83.95,1,27,2,75.0,2,170.0,1.0,7413.18,Sedang,1
410.4,0,41,0,61.0,2,78.0,1.0,2563.91,Sangat Tinggi,1
172.68,1,3,0,33.0,0,17.0,1.0,10724.95,Sedang,2
139.88,1,7,0,34.0,1,162.0,1.0,2969.71,Sedang,3
165.55,1,9,1,28.0,3,115.0,1.0,761.78,Sedang,3
285.69,1,24,0,63.0,2,35.0,1.0,2552.54,Tinggi,1
532.4,1,17,0,22.0,3,149.0,1.0,1033.73,Sangat Tinggi,0
293.85,1,5,2,25.0,3,144.0,1.0,1919.97,Tinggi,3
27.94,1,1,1,79.0,2,120.0,1.0,1893.44,Rendah,1
270.36,1,28,0,25.0,3,37.0,1.0,1783.04,Tinggi,3
506.03,1,11,1,21.0,3,21.0,1.0,1123.89,Sangat Tinggi,3
206.95,1,39,1,22.0,3,31.0,1.0,1817.65,Tinggi,3
350.96,1,40,0,63.0,2,167.0,1.0,5463.94,Tinggi,1
261.63,1,6,1,20.0,3,150.0,1.0,477.03,Tinggi,3
46.12,1,14,1,59.0,0,30.0,1.0,8874.01,Rendah,2
27.25,0,18,1,63.0,2,92.0,1.0,5365.2,Rendah,1
331.66,1,19,0,76.0,2,145.0,1.0,7216.3,Tinggi,1
667.95,0,28,0,62.0,0,253.0,1.0,13558.56,Sangat Tinggi,4
556.04,1,10,0,72.0,2,27.0,1.0,5200.04,Sangat Tinggi,0
88.06,0,33,2,18.0,3,288.0,1.0,1779.85,Sedang,4
67.25,1,24,2,19.0,3,157.0,1.0,467.4,Rendah,3
93.63,1,27,0,29.0,1,141.0,1.0,9873.62,Sedang,2
41.13,0,30,1,77.0,2,58.0,1.0,6067.54,Rendah,1
192.02,0,16,2,79.0,2,154.0,1.0,5169.07,Sedang,1
291.27,1,11,1,77.0,2,121.0,1.0,6878.86,Tinggi,1
341.84,0,12,1,27.0,3,89.0,1.0,1400.04,Tinggi,3
98.41,1,34,2,27.0,3,48.0,1.0,912.71,Sedang,3
27.51,0,8,2,40.0,0,103.0,1.0,13645.63,Rendah,2
25.77,0,36,2,45.0,0,277.0,1.0,11749.77,Rendah,4
127.57,1,26,0,52.0,2,75.0,1.0,6118.2,Sedang,1
392.05,1,10,0,60.0,1,172.0,1.0,4383.69,Sangat Tinggi,1
521.01,0,39,1,41.0,1,73.0,1.0,4004.55,Sangat Tinggi,0
849.76,1,39,0,25.0,3,269.0,1.0,373.88,Sangat Tinggi,0
172.5,1,8,2,68.0,0,31.0,1.0,6851.16,Sedang,1
152.34,1,29,1,55.0,0,115.0,1.0,6853.51,Sedang,1
21.13,1,9,1,28.0,3,153.0,1.0,948.7,Rendah,3
111.55,1,10,0,46.0,0,101.0,1.0,12221.17,Sedang,2
321.82,0,33,1,32.0,1,43.0,1.0,6500.5,Tinggi,2
148.77,1,38,1,67.0,2,175.0,1.0,2138.42,Sedang,1
566.33,0,5,0,24.0,3,66.0,1.0,379.82,Sangat Tinggi,0
180.94,1,33,1,75.0,2,57.0,1.0,7659.99,Sedang,1
77.9,1,42,1,21.0,3,128.0,1.0,664.72,Rendah,3
318.92,0,42,1,21.0,3,60.0,1.0,1167.25,Tinggi,3
100.68,1,22,2,63.0,2,139.0,1.0,1123.75,Sedang,1
589.64,1,5,2,62.0,2,210.0,1.0,2039.4,Sangat Tinggi,0
225.93,0,29,1,25.0,3,199.0,1.0,1864.27,Tinggi,3
651.55,1,31,2,72.0,2,82.0,1.0,2325.78,Sangat Tinggi,0
80.97,1,39,2,38.0,0,157.0,1.0,5926.31,Sedang,4
191.89,1,35,1,25.0,3,14.0,1.0,399.57,Sedang,3
304.75,0,2,1,78.0,2,125.0,1.0,1916.34,Tinggi,1
201.53,1,40,2,68.0,2,287.0,1.0,2732.86,Tinggi,4
8.45,1,30,0,22.0,3,141.0,1.0,1115.3,Rendah,3
743.24,0,16,2,19.0,3,109.0,1.0,1024.19,Sangat Tinggi,0
16.27,1,1,0,57.0,0,44.0,1.0,10971.32,Rendah,2
290.86,1,21,2,45.0,0,36.0,1.0,14631.88,Tinggi,2
555.71,0,4,1,22.0,3,73.0,1.0,830.37,Sangat Tinggi,0
73.01,0,25,2,25.0,3,62.0,1.0,1997.33,Rendah,3
346.12,1,37,1,44.0,0,12.0,1.0,13084.27,Tinggi,2
7.56,1,25,0,40.0,0,145.0,1.0,8528.72,Rendah,2
540.4,1,15,1,45.0,0,272.0,1.0,425.77,Sangat Tinggi,4
264.14,1,3,0,64.0,0,125.0,1.0,8459.26,Tinggi,1
248.15,1,25,0,75.0,2,202.0,1.0,2649.23,Tinggi,1
24.34,1,33,1,54.0,1,110.0,1.0,6659.12,Rendah,1
428.61,1,13,0,66.0,0,62.0,1.0,11937.04,Sangat Tinggi,2
117.66,0,22,1,39.0,0,126.0,1.0,6794.17,Sedang,2
165.8,1,26,2,60.0,1,287.0,1.0,2064.76,Sedang,4
289.18,1,3,0,65.0,2,64.0,1.0,3139.75,Tinggi,1
125.39,1,20,0,21.0,3,140.0,1.0,202.69,Sedang,3
506.9,0,15,1,64.0,0,56.0,1.0,11471.87,Sangat Tinggi,2
504.12,0,3,1,25.0,3,101.0,1.0,1107.28,Sangat Tinggi,3
42.09,1,10,1,29.0,1,118.0,1.0,5526.28,Rendah,3
607.28,1,3,0,32.0,0,84.0,1.0,9679.68,Sangat Tinggi,0
91.9,1,6,2,77.0,2,125.0,1.0,1033.94,Sedang,1
303.43,1,41,1,22.0,3,30.0,1.0,1833.24,Tinggi,3
668.78,1,23,0,20.0,3,141.0,1.0,983.68,Sangat Tinggi,0
270.54,0,34,0,20.0,3,139.0,1.0,269.78,Tinggi,3
247.93,1,16,1,37.0,1,79.0,1.0,9801.48,Tinggi,2
34.67,1,6,2,19.0,3,71.0,1.0,888.6,Rendah,3
326.03,0,27,2,18.0,3,137.0,1.0,290.24,Tinggi,3
373.99,1,34,0,60.0,0,140.0,1.0,8590.5,Tinggi,2
819.48,1,41,0,25.0,3,26.0,1.0,1804.5,Sangat Tinggi,0
14.0,1,35,0,49.0,1,173.0,1.0,7975.18,Rendah,2
57.16,1,8,0,40.0,1,74.0,1.0,222.22,Rendah,3
282.26,1,22,2,37.0,1,278.0,1.0,6857.2,Tinggi,4
473.2,1,15,2,34.0,0,173.0,1.0,248.52,Sangat Tinggi,0
192.97,1,34,0,59.0,2,140.0,1.0,3019.04,Sedang,1
168.99,1,3,0,18.0,3,203.0,1.0,1523.57,Sedang,3
1.82,1,37,2,80.0,2,60.0,1.0,5571.39,Rendah,1
40.9,1,5,0,55.0,0,37.0,1.0,1514.34,Rendah,1
78.91,1,34,2,61.0,0,157.0,1.0,1817.43,Rendah,1
169.97,0,36,0,22.0,3,12.0,1.0,6269.12,Sedang,3
486.61,0,34,0,48.0,1,130.0,1.0,2006.69,Sangat Tinggi,0
148.13,1,31,1,58.0,2,56.0,1.0,2189.38,Sedang,1
164.52,1,9,0,61.0,0,162.0,1.0,11036.74,Sedang,2
268.7,1,25,0,53.0,2,63.0,1.0,2104.74,Tinggi,1
637.34,1,16,0,51.0,2,278.0,1.0,5183.5,Sangat Tinggi,4
216.76,0,29,2,47.0,1,138.0,1.0,643.64,Tinggi,3
418.02,1,20,0,46.0,0,110.0,1.0,11011.86,Sangat Tinggi,2
292.03,0,22,0,46.0,1,154.0,1.0,951.33,Tinggi,3
251.4,1,40,0,57.0,2,178.0,1.0,2561.67,Tinggi,4
184.56,1,41,2,21.0,3,93.0,1.0,1549.27,Sedang,3
33.76,1,39,2,26.0,1,227.0,1.0,3253.51,Rendah,4
138.68,0,7,1,22.0,3,44.0,1.0,206.2,Sedang,3
42.56,1,14,2,18.0,3,146.0,1.0,4361.44,Rendah,3
53.83,1,3,1,70.0,2,131.0,1.0,4580.59,Rendah,1
11.09,1,5,1,51.0,1,95.0,1.0,2990.05,Rendah,1
449.18,1,10,2,67.0,2,50.0,1.0,1025.99,Sangat Tinggi,1
297.6,1,25,2,39.0,0,162.0,1.0,1461.17,Tinggi,3
683.75,1,19,1,32.0,0,106.0,1.0,6333.72,Sangat Tinggi,0
315.94,1,29,0,78.0,2,93.0,1.0,4273.99,Tinggi,1
223.76,0,4,1,74.0,2,110.0,1.0,4102.23,Tinggi,1
216.03,1,4,0,42.0,0,300.0,1.0,10462.77,Tinggi,4
17.42,1,9,0,74.0,2,150.0,1.0,6851.31,Rendah,1
491.91,1,25,2,78.0,2,155.0,1.0,2421.94,Sangat Tinggi,1
218.07,1,2,1,23.0,3,243.0,1.0,443.62,Tinggi,4
422.14,0,0,1,26.0,3,109.0,1.0,1436.32,Sangat Tinggi,3
613.21,1,40,0,61.0,2,157.0,1.0,3279.12,Sangat Tinggi,0
73.83,1,19,2,69.0,0,69.0,1.0,6020.29,Rendah,1
67.33,1,11,2,59.0,1,36.0,1.0,5925.98,Rendah,1
26.92,1,16,0,62.0,2,43.0,1.0,1674.94,Rendah,1
18.3,1,23,2,48.0,1,155.0,1.0,3733.52,Rendah,1
317.94,1,20,0,54.0,1,124.0,1.0,2996.51,Tinggi,1
179.38,1,23,2,40.0,0,173.0,1.0,11666.18,Sedang,2
13.92,1,20,0,37.0,1,209.0,1.0,2735.84,Rendah,4
365.43,1,32,0,25.0,3,176.0,1.0,1073.51,Tinggi,3
263.59,1,9,1,71.0,2,16.0,1.0,6996.35,Tinggi,1
54.8,1,0,1,34.0,1,140.0,1.0,4943.49,Rendah,3
31.39,1,40,0,20.0,3,15.0,1.0,998.49,Rendah,3
5.71,1,40,1,21.0,3,106.0,1.0,1285.42,Rendah,3
178.39,1,40,2,34.0,1,98.0,1.0,8469.43,Sedang,2
36.09,1,8,1,53.0,0,167.0,1.0,12319.26,Rendah,2
91.77,1,29,1,51.0,0,174.0,1.0,9240.73,Sedang,2
137.81,1,11,1,58.0,1,44.0,1.0,2631.47,Sedang,1
256.34,1,18,1,69.0,2,99.0,1.0,7471.63,Tinggi,1
56.11,1,4,1,36.0,0,109.0,1.0,11123.65,Rendah,2
118.1,1,13,0,50.0,1,50.0,1.0,7976.6,Sedang,2
137.86,0,34,2,66.0,0,120.0,1.0,8046.94,Sedang,1
813.78,0,1,0,54.0,0,55.0,1.0,14935.5,Sangat Tinggi,0
237.97,1,8,0,69.0,0,69.0,1.0,13486.15,Tinggi,2
684.96,1,23,0,21.0,3,31.0,1.0,526.67,Sangat Tinggi,0
878.63,1,8,0,60.0,1,139.0,1.0,4954.37,Sangat Tinggi,0
276.56,1,2,1,68.0,0,15.0,1.0,8942.58,Tinggi,1
8.75,1,21,0,79.0,2,199.0,1.0,4044.62,Rendah,1
637.48,1,7,2,65.0,2,207.0,1.0,4148.85,Sangat Tinggi,0
103.15,1,36,1,51.0,0,179.0,1.0,11388.15,Sedang,2
505.6,1,10,1,52.0,2,183.0,1.0,5347.57,Sangat Tinggi,0
371.86,1,24,0,46.0,0,91.0,1.0,1329.45,Tinggi,3
14.26,1,41,1,50.0,1,37.0,1.0,2475.65,Rendah,1
13.16,1,23,1,43.0,1,98.0,1.0,1019.46,Rendah,3
73.01,1,15,0,56.0,2,101.0,1.0,2833.12,Rendah,1
201.5,0,9,2,61.0,0,196.0,1.0,12148.32,Tinggi,2
150.3,1,19,2,41.0,0,204.0,1.0,14371.08,Sedang,2
23.7,1,37,0,46.0,0,32.0,1.0,7947.44,Rendah,2
49.59,1,4,1,48.0,1,147.0,1.0,6037.03,Rendah,1
720.13,0,29,0,22.0,3,96.0,1.0,387.02,Sangat Tinggi,0
134.92,1,20,2,19.0,3,101.0,1.0,1081.97,Sedang,3
116.97,1,28,0,18.0,3,299.0,1.0,729.7,Sedang,4
88.29,0,15,2,50.0,1,287.0,1.0,5245.93,Sedang,4
5.81,1,15,0,25.0,3,222.0,1.0,1290.95,Rendah,4
103.48,1,3,0,32.0,1,33.0,1.0,6494.25,Sedang,2
156.74,1,28,0,70.0,2,136.0,1.0,4004.35,Sedang,1
505.14,1,32,0,68.0,2,179.0,1.0,2525.47,Sangat Tinggi,0
31.06,1,18,0,46.0,0,61.0,1.0,11014.25,Rendah,2
7.61,1,1,0,50.0,0,163.0,1.0,6275.0,Rendah,1
276.16,0,32,0,53.0,2,71.0,1.0,1733.34,Tinggi,1
145.77,1,22,0,68.0,2,237.0,1.0,5294.98,Sedang,4
369.44,1,11,2,34.0,1,19.0,1.0,5018.67,Tinggi,3
558.86,1,2,0,60.0,0,95.0,1.0,9844.32,Sangat Tinggi,0
429.15,1,19,1,26.0,3,218.0,1.0,712.13,Sangat Tinggi,4
36.74,1,40,1,33.0,0,133.0,1.0,6217.58,Rendah,3
79.14,0,32,2,57.0,2,22.0,1.0,2229.56,Sedang,1
132.48,1,5,1,36.0,1,101.0,1.0,9313.05,Sedang,2
203.76,1,7,1,55.0,2,37.0,1.0,6747.16,Tinggi,1
750.95,1,6,1,78.0,2,27.0,1.0,5134.37,Sangat Tinggi,0
0.84,1,2,0,52.0,1,31.0,1.0,2207.54,Rendah,1
257.18,1,20,2,67.0,0,28.0,1.0,13336.15,Tinggi,2
767.66,1,38,0,63.0,0,155.0,1.0,1801.69,Sangat Tinggi,0
182.29,1,36,2,54.0,0,123.0,1.0,522.39,Sedang,1
184.51,0,32,2,54.0,0,118.0,1.0,9381.64,Sedang,2
144.1,1,6,1,57.0,0,30.0,1.0,11523.64,Sedang,2
72.5,1,13,0,40.0,0,30.0,1.0,12723.62,Rendah,2
22.15,1,10,1,44.0,0,73.0,1.0,7451.83,Rendah,2
777.92,1,2,1,62.0,0,97.0,1.0,7061.58,Sangat Tinggi,0
790.07,1,24,2,28.0,3,197.0,1.0,985.77,Sangat Tinggi,0
767.41,1,13,0,56.0,0,27.0,1.0,12799.34,Sangat Tinggi,0
4.58,0,1,2,21.0,3,135.0,1.0,811.24,Rendah,3
49.67,1,1,2,21.0,3,146.0,1.0,842.94,Rendah,3
77.83,0,18,1,49.0,1,146.0,1.0,2471.53,Rendah,1
702.87,1,42,0,19.0,3,184.0,1.0,1237.5,Sangat Tinggi,0
868.05,0,36,2,49.0,1,119.0,1.0,3931.03,Sangat Tinggi,0
52.87,1,16,1,24.0,3,70.0,1.0,960.96,Rendah,3
179.0,1,15,0,78.0,2,121.0,1.0,7310.88,Sedang,1
384.11,1,13,0,58.0,2,12.0,1.0,7902.52,Sangat Tinggi,1
227.61,1,15,2,71.0,2,61.0,1.0,4405.28,Tinggi,1
40.83,1,16,0,48.0,1,24.0,1.0,3944.12,Rendah,1
484.24,1,33,1,67.0,0,77.0,1.0,8042.3,Sangat Tinggi,1
301.47,1,7,1,21.0,3,291.0,1.0,560.73,Tinggi,4
199.09,1,11,2,70.0,0,89.0,1.0,1658.52,Sedang,1
515.94,1,37,0,29.0,1,37.0,1.0,1389.89,Sangat Tinggi,0
